concept_id_1,concept_name,parent_omop_id,parent_name,status
72708,Traumatic arthropathy of the shoulder region,4116596,Transient arthropathy of acromioclavicular joint,predicted_only
22820,Tuberculosis of esophagus,4341224,Bacterial esophagitis,gs_only
22820,Tuberculosis of esophagus,4345697,Tuberculosis of gastrointestinal tract,gs_only
22820,Tuberculosis of esophagus,22820,Tuberculosis of esophagus,predicted_only
73686,Tuberculosis of genitourinary system,4193167,Bacterial urogenital infection,gs_only
73686,Tuberculosis of genitourinary system,4029363,Granulomatous disorder,gs_only
73686,Tuberculosis of genitourinary system,4159963,Inflammatory disorder of genitourinary system,gs_only
73686,Tuberculosis of genitourinary system,434557,Tuberculosis,gs_only
73686,Tuberculosis of genitourinary system,40492320,Tuberculosis of abdomen,predicted_only
73686,Tuberculosis of genitourinary system,72817,Tuberculosis of urinary organs,predicted_only
73122,Tuberculosis of knee,4159739,Arthritis of knee,gs_only
73122,Tuberculosis of knee,75455,Tuberculosis of joint,gs_only
73122,Tuberculosis of knee,4098475,Tuberculous arthritis,gs_only
73122,Tuberculosis of knee,762771,Granulomatous synovitis,predicted_only
73122,Tuberculosis of knee,73122,Tuberculosis of knee,predicted_only
72817,Tuberculosis of urinary organs,4208664,Bacterial urinary infection,gs_only
72817,Tuberculosis of urinary organs,197331,Disorder of urinary tract,gs_only
72817,Tuberculosis of urinary organs,73686,Tuberculosis of genitourinary system,gs_only
72817,Tuberculosis of urinary organs,4181063,Inflammation of specific body organs,predicted_only
26899,Tuberculous laryngitis,4207185,Bacterial upper respiratory infection,gs_only
26899,Tuberculous laryngitis,4207471,Infective laryngitis,gs_only
26899,Tuberculous laryngitis,45771090,Respiratory tuberculosis,gs_only
26899,Tuberculous laryngitis,4148052,Cervical lymphadenitis,predicted_only
26899,Tuberculous laryngitis,321483,Respiratory complication,predicted_only
26899,Tuberculous laryngitis,40486464,Tuberculous abscess,predicted_only
26899,Tuberculous laryngitis,26899,Tuberculous laryngitis,predicted_only
25844,Ulcer of esophagus,4113545,Lesion of esophagus,gs_only
25844,Ulcer of esophagus,4027663,Peptic ulcer,gs_only
25844,Ulcer of esophagus,442270,Disorder of duodenum,predicted_only
25844,Ulcer of esophagus,25844,Ulcer of esophagus,predicted_only
26908,Vincent's angina,4193874,Bacterial infection of the digestive tract,gs_only
26908,Vincent's angina,4207185,Bacterial upper respiratory infection,gs_only
26908,Vincent's angina,4247910,Gangrenous pharyngitis,gs_only
26908,Vincent's angina,46273307,Infection caused by Fusobacterium,gs_only
26908,Vincent's angina,4193318,Infective pharyngitis,gs_only
26908,Vincent's angina,433967,Spirochetal infection,gs_only
26908,Vincent's angina,4091366,Tonsil finding,predicted_only
22666,Vomiting after gastrointestinal tract surgery,4216862,Postoperative vomiting,gs_only
22666,Vomiting after gastrointestinal tract surgery,4302537,Digestive system finding,predicted_only
